Data,Novos casos,Leitos UTI ocupados,Leitos clínicos ocupados,Ativos,Suspeitos ativos,Novos curados,Novos testes,Novos óbitos
30/03/2020,,,,,,,,0.0
31/03/2020,,,,,,,,0.0
01/04/2020,,,,,,,,0.0
02/04/2020,,,,,,,,0.0
03/04/2020,,,,,,,,0.0
04/04/2020,,,,,,,,0.0
05/04/2020,0.14285714285714285,,,,32.0,,1.4285714285714286,0.0
06/04/2020,0.14285714285714285,2.2857142857142856,8.714285714285714,,33.857142857142854,,2.142857142857143,0.0
07/04/2020,0.14285714285714285,2.142857142857143,8.428571428571429,,35.714285714285715,,2.142857142857143,1.0
08/04/2020,0.42857142857142855,2.142857142857143,7.857142857142857,,36.42857142857143,,3.0,0.0
09/04/2020,0.7142857142857143,2.142857142857143,7.428571428571429,,37.0,,3.2857142857142856,0.0
10/04/2020,1.1428571428571428,2.142857142857143,7.428571428571429,,37.42857142857143,,3.4285714285714284,0.0
11/04/2020,1.2857142857142858,2.2857142857142856,7.142857142857143,,38.142857142857146,,3.7142857142857144,0.0
12/04/2020,1.2857142857142858,2.7142857142857144,6.714285714285714,,39.285714285714285,,3.7142857142857144,0.0
13/04/2020,1.1428571428571428,2.857142857142857,6.857142857142857,,39.857142857142854,,3.142857142857143,0.0
14/04/2020,1.1428571428571428,2.857142857142857,7.428571428571429,,40.857142857142854,,3.5714285714285716,0.0
15/04/2020,1.1428571428571428,2.857142857142857,8.0,,41.857142857142854,,3.857142857142857,0.0
16/04/2020,1.0,2.7142857142857144,8.428571428571429,,42.57142857142857,,4.428571428571429,0.0
17/04/2020,0.7142857142857143,2.5714285714285716,8.714285714285714,,41.857142857142854,,5.285714285714286,0.0
18/04/2020,0.5714285714285714,2.4285714285714284,8.857142857142858,,41.0,,5.0,0.0
19/04/2020,0.5714285714285714,2.5714285714285716,8.714285714285714,,39.857142857142854,,5.0,0.0
20/04/2020,0.5714285714285714,2.7142857142857144,8.428571428571429,,38.0,,5.571428571428571,0.0
21/04/2020,1.1428571428571428,2.857142857142857,8.571428571428571,,35.57142857142857,,5.857142857142857,0.0
22/04/2020,1.1428571428571428,2.857142857142857,8.714285714285714,3.5714285714285716,32.142857142857146,,6.571428571428571,0.0
23/04/2020,1.5714285714285714,2.857142857142857,9.142857142857142,3.7142857142857144,28.0,1.4285714285714286,7.285714285714286,0.0
